# Toyoura sand
11	0.3722
13	0.3847
15	0.3827
17	0.385
19	0.3911
21	0.3916
23	0.3834
25	0.3811
27	0.3934
29	0.3903
31	0.392
33	0.38945
35	0.3805
37	0.3758
39	0.3539
41	0.3786
43	0.3017
45	0.3055
47	0.1575
49	0.1651
51	0.1136
53	0.1065
55	0.0935
57	0.0888
59	0.073
61	0.0711
63	0.0746
65	0.0573
67	0.0606
69	0.0516
71	0.05315
73	0.0526
75	0.05145
77	0.0521
79	0.0504
81	0.0558
83	0.0501
85	0.0497
87	0.0535
89	0.0532
91	0.053
93	0.0492
95	0.052
97	0.0443
